,host_is_superhost,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,shared_bathrooms,private_bathrooms
161,f,Charlottenburg-Wilm.,52.50621,13.3048,Private room,1,1,1,29.0,3,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
162,f,Neukölln,52.47704,13.42095,Entire home/apt,2,1,1,50.0,3,365,6,29,59,180,4.75,4.84,4.65,4.85,4.89,4.62,4.72,f,0.0,1.0
163,f,Pankow,52.53091,13.41711,Private room,2,1,1,63.0,1,45,16,41,71,721,4.64,4.79,4.73,4.67,4.66,4.8,4.68,f,1.0,0.0
164,t,Pankow,52.53754,13.41968,Private room,2,1,2,81.0,2,1125,0,2,13,211,4.96,4.94,4.95,5.0,4.98,4.95,4.89,f,1.0,0.0
165,t,Friedrichshain-Kreuzberg,52.52023,13.44703,Entire home/apt,2,1,1,78.0,3,120,3,13,13,219,4.9,4.93,4.91,4.95,4.91,4.77,4.79,f,0.0,1.5
167,f,Charlottenburg-Wilm.,52.51837,13.31841,Entire home/apt,2,1,1,49.0,92,365,3,3,3,4,4.0,4.5,4.5,3.75,4.0,4.25,4.25,f,0.0,1.0
168,f,Pankow,52.5387,13.41346,Entire home/apt,2,1,1,89.0,3,10,0,0,0,247,4.87,4.9,4.97,4.92,4.95,4.96,4.79,f,0.0,1.0
169,f,Friedrichshain-Kreuzberg,52.50301,13.41506,Entire home/apt,2,1,1,89.0,92,730,0,0,0,107,4.6,4.66,4.77,4.84,4.81,4.84,4.57,f,0.0,1.0
170,f,Pankow,52.53373,13.42435,Entire home/apt,2,1,1,64.0,2,365,0,0,0,57,4.78,4.94,4.87,4.9,4.79,4.67,4.77,f,0.0,1.0
171,f,Charlottenburg-Wilm.,52.50623,13.30163,Private room,2,1,1,31.0,92,92,0,0,0,54,4.89,4.79,4.92,4.92,4.85,4.94,4.81,f,1.0,0.0
172,f,Pankow,52.53538,13.4296,Entire home/apt,4,1,1,66.0,3,365,2,2,2,64,4.79,4.95,4.87,4.87,4.69,4.72,4.81,f,0.0,1.0
173,f,Charlottenburg-Wilm.,52.49713,13.32525,Private room,1,1,1,38.0,7,365,0,0,0,13,4.67,4.82,4.83,4.92,4.92,4.75,4.5,t,0.0,2.0
174,f,Mitte,52.52332,13.35737,Entire home/apt,2,1,2,60.0,92,400,0,0,0,1,0.0,5.0,5.0,2.0,2.0,5.0,3.0,f,0.0,1.0
175,f,Steglitz - Zehlendorf,52.43704,13.22343,Entire home/apt,4,2,6,89.0,60,60,30,60,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
176,f,Pankow,52.52987,13.4268,Private room,2,1,1,65.0,3,35,22,29,53,43,4.86,4.72,4.88,4.91,4.86,4.86,4.7,f,0.0,1.0
177,f,Mitte,52.52576,13.39042,Private room,2,1,1,56.0,2,1125,23,53,57,9,4.78,4.78,4.33,4.89,5.0,5.0,4.89,f,1.0,0.0
178,f,Pankow,52.57917,13.44359,Entire home/apt,6,2,6,55.0,2,1125,10,19,19,151,4.39,4.64,4.54,4.78,4.69,4.0,4.44,f,0.0,1.0
179,t,Pankow,52.55381,13.40553,Private room,2,1,1,32.0,10,600,1,1,1,279,4.95,4.95,4.95,4.98,4.96,4.79,4.93,f,0.0,1.0
180,f,Neukölln,52.41363,13.50172,Entire home/apt,4,2,4,100.0,5,730,23,53,83,3,4.33,4.67,4.67,4.67,4.67,4.67,4.33,f,0.0,1.0
181,f,Charlottenburg-Wilm.,52.52349,13.2979,Private room,1,1,1,35.0,92,1125,30,58,87,8,4.25,4.5,4.38,4.5,4.63,4.63,4.38,f,1.0,0.0
182,f,Friedrichshain-Kreuzberg,52.50035,13.43736,Entire home/apt,5,3,3,195.0,7,25,0,0,0,12,5.0,5.0,4.92,5.0,5.0,4.82,4.91,f,0.0,2.0
183,f,Friedrichshain-Kreuzberg,52.51399,13.46324,Entire home/apt,2,1,1,150.0,2,500,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
184,f,Friedrichshain-Kreuzberg,52.51012,13.46212,Entire home/apt,2,1,1,123.0,2,21,0,0,0,8,4.88,4.88,4.75,4.88,4.63,4.88,4.75,f,0.0,1.0
185,f,Friedrichshain-Kreuzberg,52.49757,13.38215,Private room,2,1,1,40.0,5,760,0,0,0,5,4.75,4.5,4.25,4.75,4.5,4.75,4.75,f,1.0,0.0
186,t,Pankow,52.54579,13.40737,Entire home/apt,2,1,1,86.0,4,100,10,30,34,295,4.91,4.93,4.95,4.96,4.92,4.88,4.84,f,0.0,1.0
187,f,Mitte,52.52173,13.40483,Entire home/apt,4,2,3,105.0,4,14,0,4,8,106,4.77,4.88,4.58,4.94,4.93,4.97,4.69,f,0.0,1.0
188,f,Tempelhof - Schöneberg,52.4568,13.38698,Entire home/apt,4,1,1,70.0,3,1125,0,0,0,208,4.61,4.84,4.83,4.82,4.8,4.64,4.65,f,0.0,1.0
189,t,Friedrichshain-Kreuzberg,52.5028,13.4374,Entire home/apt,2,1,1,95.0,6,28,0,3,6,404,4.91,4.93,4.97,4.94,4.96,4.85,4.83,t,0.0,1.0
190,f,Mitte,52.52109,13.38025,Private room,1,1,1,59.0,3,3,22,51,81,217,4.81,4.88,4.87,4.8,4.79,4.93,4.76,f,0.0,1.5
191,f,Friedrichshain-Kreuzberg,52.49211,13.42255,Entire home/apt,2,1,1,78.0,5,1125,0,0,0,9,5.0,5.0,4.78,5.0,4.78,5.0,4.89,f,0.0,1.0
192,f,Charlottenburg-Wilm.,52.5189,13.3009,Private room,1,1,1,39.0,1,21,0,17,46,48,4.36,4.48,4.42,4.63,4.69,4.35,4.08,f,0.0,0.0
193,t,Friedrichshain-Kreuzberg,52.49283,13.41115,Entire home/apt,4,1,1,98.0,5,1000,4,17,39,315,4.88,4.92,4.87,4.93,4.92,4.9,4.76,f,0.0,1.0
194,t,Pankow,52.53097,13.41577,Private room,2,1,1,57.0,1,45,6,32,54,720,4.63,4.8,4.71,4.7,4.7,4.8,4.66,f,1.0,0.0
195,f,Pankow,52.56029,13.4176,Private room,2,1,1,50.0,5,93,0,0,1,83,4.76,4.86,4.63,4.83,4.89,4.62,4.7,f,1.0,0.0
196,t,Mitte,52.502354,13.353466,Entire home/apt,3,1,2,71.0,4,14,3,3,16,266,4.68,4.82,4.71,4.76,4.65,4.72,4.69,f,0.0,1.0
197,t,Charlottenburg-Wilm.,52.52545,13.29847,Entire home/apt,2,1,2,55.0,30,90,17,32,32,31,4.77,4.81,4.68,4.94,4.74,4.71,4.58,f,0.0,1.0
198,t,Mitte,52.54223,13.35284,Entire home/apt,4,2,2,91.0,4,12,1,1,1,580,4.81,4.91,4.92,4.91,4.94,4.61,4.73,f,0.0,1.0
199,f,Friedrichshain-Kreuzberg,52.5088,13.4558,Entire home/apt,2,1,1,49.0,180,1125,0,0,0,16,4.63,4.8,4.07,4.93,4.87,4.73,4.4,f,0.0,1.0
200,f,Friedrichshain-Kreuzberg,52.48749,13.41877,Entire home/apt,2,1,1,52.0,92,1125,18,18,18,179,4.75,4.76,4.77,4.98,4.98,4.68,4.67,f,0.0,1.0
201,f,Pankow,52.54797,13.40576,Entire home/apt,2,1,2,49.0,90,540,0,0,0,51,4.44,4.59,4.48,4.54,4.34,4.78,4.5,f,0.0,1.0
202,f,Treptow - Köpenick,52.43286,13.70843,Entire home/apt,4,1,2,105.0,3,1125,14,44,74,20,4.95,5.0,4.75,5.0,5.0,4.85,4.75,t,0.0,1.0
203,f,Neukölln,52.48184,13.44061,Entire home/apt,2,1,2,67.0,180,360,0,0,0,56,4.8,4.89,4.94,4.94,4.87,4.6,4.72,f,0.0,1.0
204,f,Mitte,52.51789,13.41801,Entire home/apt,2,2,2,140.0,30,90,0,0,0,29,4.86,4.97,4.83,5.0,4.86,5.0,4.9,f,0.0,1.0
205,f,Neukölln,52.46897,13.44349,Private room,2,1,1,40.0,3,1125,0,0,0,7,5.0,4.71,4.71,4.86,4.86,4.43,4.71,f,0.0,1.0
206,f,Pankow,52.52138,13.45674,Entire home/apt,2,1,1,105.0,60,90,20,50,80,116,4.88,4.96,4.99,4.95,4.92,4.62,4.78,f,0.0,1.0
207,t,Friedrichshain-Kreuzberg,52.51586,13.46388,Private room,1,1,1,35.0,2,30,1,2,2,63,4.92,4.94,4.84,4.92,4.97,4.95,4.9,f,1.0,0.0
208,t,Mitte,52.52434,13.32946,Entire home/apt,6,1,6,95.0,3,200,7,7,33,160,4.71,4.85,4.73,4.79,4.67,4.38,4.69,t,0.0,1.0
209,f,Pankow,52.53645,13.44103,Entire home/apt,3,1,3,65.0,180,1125,0,0,0,34,4.67,4.78,4.84,4.75,4.81,4.53,4.69,f,0.0,1.0
211,f,Lichtenberg,52.5618,13.49399,Private room,2,1,1,36.0,2,61,7,7,28,67,4.63,4.64,4.62,4.82,4.79,4.47,4.52,t,0.0,1.0
212,f,Friedrichshain-Kreuzberg,52.48987,13.423,Entire home/apt,2,1,1,90.0,20,50,19,49,79,22,4.86,4.81,4.43,5.0,5.0,4.9,4.52,f,0.0,1.0
213,t,Steglitz - Zehlendorf,52.45308,13.35351,Entire home/apt,9,4,7,124.0,2,30,1,1,2,94,4.91,4.87,4.88,4.94,4.95,4.73,4.71,f,0.0,1.5
214,f,Tempelhof - Schöneberg,52.49211,13.36937,Private room,2,1,1,64.0,7,1125,30,60,90,133,4.89,4.92,4.94,4.95,4.96,4.8,4.9,f,1.0,0.0
215,t,Tempelhof - Schöneberg,52.48207,13.36099,Entire home/apt,2,1,1,62.0,3,360,14,34,51,378,4.87,4.92,4.78,4.94,4.95,4.74,4.8,f,0.0,1.0
216,f,Mitte,52.54964,13.37877,Entire home/apt,4,2,3,64.0,14,14,0,0,0,3,4.0,5.0,3.33,5.0,5.0,4.33,4.67,f,0.0,1.0
217,f,Neukölln,52.47213,13.42633,Entire home/apt,1,1,1,21.0,10,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.5
218,f,Pankow,52.5421,13.42107,Entire home/apt,1,1,1,70.0,87,120,30,60,90,305,4.86,4.93,4.87,4.94,4.96,4.89,4.81,f,0.0,1.0
219,f,Neukölln,52.47837,13.42436,Entire home/apt,2,2,2,90.0,4,45,0,25,36,36,4.86,4.86,4.8,5.0,5.0,4.85,4.83,f,0.0,1.0
220,f,Pankow,52.5475,13.40002,Entire home/apt,4,1,2,83.0,2,21,5,18,35,307,4.67,4.73,4.84,4.88,4.86,4.62,4.57,t,0.0,1.0
221,f,Tempelhof - Schöneberg,52.49081,13.34785,Private room,2,1,2,50.0,3,10,4,8,37,48,4.83,4.98,4.76,4.91,4.78,4.93,4.8,f,0.0,1.0
222,t,Friedrichshain-Kreuzberg,52.50779,13.46807,Entire home/apt,2,1,2,86.0,3,28,14,16,26,133,4.83,4.95,4.88,4.72,4.86,4.91,4.8,f,0.0,1.5
223,f,Neukölln,52.46996,13.43379,Entire home/apt,2,1,1,50.0,6,365,0,0,0,39,4.78,4.86,4.73,4.92,4.89,4.08,4.75,f,0.0,1.0
224,f,Friedrichshain-Kreuzberg,52.48981,13.4216,Private room,1,1,1,50.0,3,1125,14,44,74,35,4.79,4.85,4.88,4.74,4.83,4.89,4.66,f,1.0,0.0
225,t,Tempelhof - Schöneberg,52.48161,13.35973,Entire home/apt,4,1,2,89.0,5,1125,21,21,50,47,4.84,4.91,4.82,4.95,4.95,4.84,4.64,f,0.0,1.0
226,f,Mitte,52.5521,13.38537,Private room,2,1,1,36.0,21,37,0,0,0,131,4.77,4.88,4.69,4.8,4.87,4.6,4.76,t,1.0,0.0
227,t,Charlottenburg-Wilm.,52.50585,13.29594,Entire home/apt,1,1,1,80.0,92,120,20,50,80,4,5.0,5.0,4.75,5.0,5.0,5.0,5.0,f,0.0,1.0
228,f,Charlottenburg-Wilm.,52.50249,13.29501,Entire home/apt,2,2,2,168.0,12,60,0,0,0,5,5.0,5.0,4.8,4.4,4.6,5.0,4.75,f,0.0,1.0
229,f,Mitte,52.55159,13.37746,Entire home/apt,2,1,1,39.0,6,7,0,0,0,9,4.88,4.88,4.63,5.0,5.0,4.38,4.75,f,0.0,1.0
230,f,Mitte,52.54042,13.37282,Entire home/apt,5,2,3,120.0,3,12,0,0,0,5,4.67,5.0,4.67,4.67,5.0,4.67,4.67,f,0.0,1.5
231,f,Mitte,52.52333,13.39676,Private room,2,2,2,50.0,1,40,0,0,0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.5,0.0
232,f,Mitte,52.55061,13.38668,Private room,2,1,1,40.0,90,114,0,0,0,68,4.75,4.73,4.65,4.7,4.77,4.56,4.71,f,1.0,0.0
233,t,Friedrichshain-Kreuzberg,52.50346,13.38851,Private room,2,1,1,136.0,2,8,28,49,79,73,4.67,4.71,4.79,4.73,4.81,4.88,4.7,f,1.0,0.0
234,t,Pankow,52.55474,13.41318,Entire home/apt,2,1,1,120.0,5,360,15,45,75,78,4.94,4.95,4.87,4.83,4.97,4.88,4.67,f,0.0,1.0
235,t,Pankow,52.53838,13.41093,Entire home/apt,6,2,3,126.0,3,365,10,32,40,286,4.84,4.94,4.93,4.85,4.86,4.9,4.76,f,0.0,1.0
236,f,Mitte,52.53166,13.38758,Entire home/apt,5,2,3,68.0,5,21,0,0,0,1,5.0,4.0,5.0,5.0,5.0,5.0,5.0,f,0.0,2.0
237,f,Neukölln,52.43166,13.4549,Entire home/apt,2,1,2,35.0,21,365,1,1,1,243,4.65,4.76,4.83,4.86,4.86,4.45,4.68,f,0.0,1.0
238,f,Neukölln,52.4789,13.42376,Entire home/apt,4,1,1,140.0,4,30,0,0,0,9,5.0,4.88,5.0,5.0,4.88,4.63,4.75,f,0.0,1.0
239,f,Neukölln,52.47374,13.44847,Private room,1,1,1,25.0,10,30,0,0,0,10,4.7,4.6,4.9,4.9,5.0,4.7,5.0,f,1.0,0.0
240,f,Neukölln,52.48252,13.44715,Entire home/apt,5,2,2,50.0,3,10,0,0,0,12,4.7,5.0,4.8,4.8,4.9,4.6,4.9,f,0.0,1.0
241,f,Friedrichshain-Kreuzberg,52.52778,13.42564,Entire home/apt,8,4,5,95.0,5,35,0,0,0,4,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,0.0,1.5
242,t,Pankow,52.52848,13.41909,Private room,2,1,1,40.0,2,1125,6,13,17,548,4.71,4.79,4.78,4.81,4.76,4.82,4.75,f,0.0,1.0
243,t,Mitte,52.52971,13.38907,Entire home/apt,4,1,2,80.0,2,30,1,8,11,293,4.82,4.9,4.89,4.91,4.91,4.89,4.77,t,0.0,1.0
244,f,Mitte,52.52907,13.3966,Private room,3,1,2,116.0,5,1125,8,38,68,18,4.72,4.83,4.56,4.72,4.83,4.94,4.67,f,0.0,1.5
245,t,Mitte,52.52961,13.38904,Entire home/apt,5,1,3,95.0,2,30,6,15,20,224,4.78,4.88,4.79,4.88,4.92,4.88,4.77,f,0.0,1.0
246,f,Mitte,52.52358,13.34047,Private room,2,1,1,76.0,3,365,12,15,42,13,4.92,4.85,4.77,4.69,4.92,4.85,4.77,f,1.0,0.0
247,f,Neukölln,52.46689,13.42325,Entire home/apt,4,2,1,59.0,7,1125,0,0,0,18,4.94,4.82,4.88,4.88,4.88,4.76,4.76,f,0.0,1.5
248,f,Friedrichshain-Kreuzberg,52.49078,13.41395,Entire home/apt,2,2,2,75.0,7,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
249,t,Pankow,52.55073,13.42311,Entire home/apt,4,2,3,83.0,3,30,0,0,0,210,4.76,4.88,4.57,4.87,4.93,4.71,4.72,f,0.0,1.0
250,f,Reinickendorf,52.59239,13.32588,Entire home/apt,2,1,1,36.0,8,90,0,0,0,43,4.95,4.98,4.93,4.95,4.93,4.83,4.71,f,0.0,1.0
251,f,Pankow,52.53806,13.41159,Private room,2,1,1,38.0,14,60,0,0,0,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
252,f,Tempelhof - Schöneberg,52.49847,13.34911,Entire home/apt,2,1,2,29.0,124,333,0,0,4,79,4.53,4.79,4.71,4.95,4.87,4.71,4.56,f,0.0,1.0
253,f,Pankow,52.53606,13.42828,Entire home/apt,2,1,2,56.0,180,365,0,0,0,19,4.72,4.68,4.74,4.84,4.89,4.47,4.42,f,0.0,1.0
254,f,Tempelhof - Schöneberg,52.50143,13.34437,Entire home/apt,4,1,2,82.0,4,365,0,1,14,250,4.64,4.72,4.55,4.65,4.75,4.81,4.64,f,0.0,1.0
255,t,Pankow,52.54116,13.41449,Entire home/apt,2,1,2,59.0,3,30,0,3,12,229,4.9,4.95,4.95,4.95,4.93,4.96,4.87,f,0.0,1.0
256,f,Mitte,52.5301,13.40562,Entire home/apt,2,1,1,42.0,10,17,0,0,0,2,5.0,5.0,4.5,4.5,5.0,5.0,5.0,f,0.0,1.0
257,f,Friedrichshain-Kreuzberg,52.48845,13.39543,Private room,2,2,1,110.0,2,1125,0,0,0,2,5.0,4.5,4.5,5.0,5.0,5.0,4.5,f,1.0,0.0
258,f,Friedrichshain-Kreuzberg,52.49257,13.41091,Entire home/apt,4,1,2,92.0,2,360,9,17,27,414,4.91,4.92,4.9,4.87,4.85,4.87,4.81,f,0.0,1.0
259,t,Neukölln,52.41305,13.47963,Entire home/apt,2,1,2,55.0,5,16,15,42,57,41,4.38,4.85,4.8,4.75,4.63,4.17,4.39,f,0.0,1.0
260,f,Pankow,52.53112,13.42019,Entire home/apt,2,1,1,76.0,4,365,0,0,0,9,4.75,4.88,4.88,4.88,4.88,4.63,4.5,f,0.0,1.0
261,f,Friedrichshain-Kreuzberg,52.50218,13.37687,Private room,2,1,1,24.0,2,14,4,8,14,612,4.62,4.73,4.51,4.78,4.82,4.81,4.7,t,1.0,0.0
263,t,Neukölln,52.47024,13.445,Entire home/apt,2,1,2,55.0,92,1125,0,0,0,14,4.86,4.92,4.54,5.0,5.0,4.77,4.54,f,0.0,1.0
264,f,Friedrichshain-Kreuzberg,52.48946,13.37568,Private room,2,1,1,48.0,5,120,0,0,0,31,4.94,4.97,5.0,4.97,4.9,4.81,4.77,f,1.0,0.0
265,t,Neukölln,52.49305,13.42712,Entire home/apt,2,1,2,110.0,7,90,0,0,0,151,4.89,4.94,4.97,4.84,4.88,4.86,4.68,f,0.0,1.0
266,t,Pankow,52.53137,13.42697,Entire home/apt,5,3,3,129.0,7,14,0,9,9,81,4.85,4.8,4.63,4.93,4.92,4.89,4.74,f,0.0,1.0
267,f,Mitte,52.52818,13.40969,Private room,2,1,2,29.0,3,60,0,0,0,75,4.61,4.83,4.75,4.64,4.69,4.91,4.41,t,1.5,0.0
268,f,Neukölln,52.48623,13.44967,Entire home/apt,2,1,1,37.0,93,1125,0,0,0,98,4.74,4.86,4.77,4.89,4.82,4.33,4.71,t,0.0,1.0
269,t,Neukölln,52.41335,13.47975,Entire home/apt,2,1,2,65.0,5,16,15,42,57,46,4.57,4.78,4.83,4.7,4.57,4.24,4.33,f,0.0,1.0
270,f,Pankow,52.54686,13.40964,Entire home/apt,2,1,1,120.0,92,800,30,59,89,45,4.8,4.91,4.68,4.86,4.89,4.82,4.55,f,0.0,1.0
271,f,Pankow,52.53724,13.41958,Entire home/apt,2,1,1,85.0,150,1000,0,19,49,41,4.93,4.78,4.98,4.98,4.95,5.0,4.85,t,0.0,1.5
272,t,Charlottenburg-Wilm.,52.49922,13.33623,Entire home/apt,6,2,3,120.0,4,300,0,0,0,122,4.63,4.73,4.51,4.87,4.82,4.81,4.61,f,0.0,1.0
273,t,Mitte,52.52276,13.40443,Private room,2,1,1,78.0,4,7,13,27,49,43,4.93,4.93,5.0,5.0,5.0,4.98,4.81,f,1.0,0.0
274,f,Pankow,52.53533,13.41739,Private room,2,1,2,114.0,23,333,15,15,15,127,4.83,4.91,4.9,4.84,4.92,4.9,4.76,f,1.0,0.0
275,f,Mitte,52.52812,13.34958,Entire home/apt,2,1,1,36.0,92,365,0,0,0,254,4.56,4.7,4.61,4.75,4.71,4.31,4.56,f,0.0,1.0
276,t,Neukölln,52.44787,13.4394,Entire home/apt,2,1,2,70.0,3,30,17,29,29,52,4.75,4.87,4.81,4.96,4.92,4.71,4.77,f,0.0,1.0
277,f,Tempelhof - Schöneberg,52.49686,13.33922,Entire home/apt,2,1,1,157.0,3,40,0,15,45,111,4.83,4.92,4.7,4.93,4.89,4.87,4.65,f,0.0,1.0
278,f,Friedrichshain-Kreuzberg,52.49932,13.42063,Entire home/apt,2,1,1,121.0,2,1125,0,0,0,37,4.84,4.91,4.79,4.91,5.0,4.85,4.85,f,0.0,1.0
279,f,Neukölln,52.47095,13.42721,Private room,4,1,2,50.0,3,14,0,0,0,5,4.75,4.67,5.0,5.0,5.0,4.67,4.67,f,0.0,1.0
280,f,Charlottenburg-Wilm.,52.49739,13.30231,Entire home/apt,6,3,5,65.0,60,1125,0,0,0,89,4.51,4.63,4.56,4.72,4.7,4.67,4.49,f,0.0,1.0
281,f,Reinickendorf,52.57379,13.35485,Private room,1,1,1,39.0,90,365,0,18,48,34,4.65,4.68,4.84,4.9,4.84,4.55,4.55,f,1.0,0.0
282,f,Mitte,52.52825,13.39147,Entire home/apt,3,1,1,65.0,5,60,0,0,0,7,4.83,4.86,4.29,5.0,5.0,5.0,4.86,f,0.0,1.0
283,t,Friedrichshain-Kreuzberg,52.49234,13.4139,Entire home/apt,3,1,3,95.0,89,366,5,35,65,101,4.78,4.78,4.41,4.97,4.91,4.96,4.68,f,0.0,2.0
284,f,Neukölln,52.48805,13.44107,Entire home/apt,3,1,3,54.0,30,50,1,5,16,15,4.71,4.71,4.14,4.79,4.64,4.5,4.5,f,0.0,1.0
285,f,Friedrichshain-Kreuzberg,52.49615,13.43335,Entire home/apt,2,1,2,120.0,90,1124,0,19,49,59,4.84,4.91,4.74,4.77,4.97,4.86,4.61,f,0.0,1.0
286,f,Friedrichshain-Kreuzberg,52.49068,13.40485,Entire home/apt,5,2,3,154.0,2,1125,10,33,48,330,4.54,4.67,4.77,4.62,4.61,4.62,4.42,t,0.0,1.0
288,t,Charlottenburg-Wilm.,52.49986,13.33631,Entire home/apt,4,1,2,95.0,4,300,0,0,0,122,4.66,4.8,4.66,4.88,4.86,4.77,4.64,f,0.0,1.0
289,f,Mitte,52.52836,13.40555,Private room,2,1,1,45.0,3,1125,1,1,1,41,4.86,4.8,4.78,5.0,5.0,4.95,4.85,f,0.0,1.0
290,f,Neukölln,52.47916,13.44134,Entire home/apt,2,1,1,39.0,92,365,9,9,9,79,4.22,4.26,3.87,4.4,4.52,4.39,4.23,f,0.0,1.0
291,t,Neukölln,52.47919,13.42538,Entire home/apt,4,1,1,91.0,3,180,11,41,71,153,4.79,4.89,4.81,4.7,4.81,4.77,4.65,t,0.0,1.0
292,f,Pankow,52.54653,13.40217,Entire home/apt,3,1,2,117.0,5,60,0,19,49,96,4.88,4.89,4.84,4.82,4.86,4.85,4.8,f,0.0,1.0
293,t,Pankow,52.54851,13.40579,Entire home/apt,2,1,1,90.0,92,180,0,0,0,19,4.74,4.95,4.84,4.95,4.79,4.74,4.84,f,0.0,1.0
294,t,Pankow,52.54462,13.42768,Entire home/apt,4,2,2,116.0,4,105,9,21,48,257,4.7,4.84,4.78,4.77,4.81,4.89,4.65,t,0.0,1.0
295,f,Neukölln,52.49063,13.4296,Entire home/apt,2,1,1,50.0,1,28,0,0,0,3,5.0,5.0,4.67,5.0,4.67,5.0,5.0,f,0.0,1.0
296,f,Charlottenburg-Wilm.,52.47623,13.29327,Entire home/apt,3,1,1,45.0,3,90,0,0,0,5,4.4,5.0,4.4,4.8,5.0,4.8,5.0,f,0.0,1.0
297,f,Mitte,52.53235,13.39538,Entire home/apt,2,1,2,109.0,7,1125,1,2,2,29,4.85,4.89,4.85,4.67,4.7,4.93,4.74,f,0.0,1.0
298,f,Neukölln,52.48034,13.4272,Entire home/apt,2,1,1,88.0,3,360,28,58,88,11,4.78,4.75,4.5,5.0,5.0,4.38,4.63,f,0.0,1.0
299,f,Mitte,52.5461,13.35043,Entire home/apt,4,2,3,80.0,8,16,0,0,0,9,5.0,4.88,4.88,4.88,5.0,4.25,4.88,f,0.0,1.0
300,f,Friedrichshain-Kreuzberg,52.52302,13.45452,Entire home/apt,6,3,3,91.0,3,20,0,1,30,88,4.7,4.83,4.57,4.91,4.86,4.56,4.55,f,0.0,1.0
303,f,Friedrichshain-Kreuzberg,52.50967,13.45671,Private room,2,1,1,30.0,3,30,0,0,0,49,4.59,4.73,4.55,4.7,4.83,4.74,4.55,f,0.0,1.0
305,f,Charlottenburg-Wilm.,52.50081,13.30127,Entire home/apt,4,1,2,50.0,30,365,0,0,4,136,4.76,4.82,4.92,4.81,4.88,4.69,4.75,f,0.0,1.0
306,f,Reinickendorf,52.57196,13.35589,Private room,2,1,1,44.0,2,30,0,0,0,19,4.68,4.71,4.76,4.71,4.56,4.72,4.74,f,1.0,0.0
307,f,Mitte,52.5151,13.41369,Entire home/apt,2,1,2,125.0,1,364,0,0,0,292,4.81,4.87,4.96,4.93,4.94,4.84,4.66,f,0.0,1.0
308,f,Pankow,52.55726,13.43611,Entire home/apt,4,1,5,160.0,122,730,0,0,0,39,4.54,4.59,4.64,4.51,4.51,4.13,4.36,f,0.0,1.0
309,f,Pankow,52.554,13.41204,Private room,2,1,1,75.0,23,1125,0,0,0,18,5.0,5.0,5.0,5.0,5.0,4.83,5.0,f,1.0,0.0
310,f,Friedrichshain-Kreuzberg,52.49765,13.42816,Private room,1,1,1,34.0,5,36,0,0,0,44,4.63,4.62,4.74,4.88,4.93,4.79,4.6,f,1.5,0.0
311,f,Friedrichshain-Kreuzberg,52.49664,13.40311,Entire home/apt,2,1,1,35.0,5,7,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
312,t,Charlottenburg-Wilm.,52.51463,13.31208,Entire home/apt,2,1,1,79.0,7,90,0,0,0,99,4.77,4.82,4.8,4.78,4.81,4.74,4.69,t,0.0,1.0
313,f,Neukölln,52.48131,13.42314,Entire home/apt,2,1,1,72.0,6,120,17,17,17,40,4.78,4.88,4.75,4.95,4.95,4.9,4.75,t,0.0,1.0
314,t,Pankow,52.54296,13.42575,Entire home/apt,4,1,2,63.0,3,1123,0,2,6,336,4.93,4.95,4.9,4.89,4.92,4.93,4.78,t,0.0,1.0
315,f,Reinickendorf,52.57515,13.36888,Entire home/apt,4,2,2,69.0,14,120,0,0,17,72,4.71,4.8,4.86,4.66,4.76,4.46,4.56,f,0.0,1.5
316,t,Neukölln,52.4763,13.4415,Entire home/apt,4,1,1,126.0,5,1125,9,9,18,213,4.82,4.88,4.8,4.85,4.91,4.64,4.76,f,0.0,1.0
317,t,Friedrichshain-Kreuzberg,52.49487,13.42879,Entire home/apt,1,1,1,65.0,180,720,0,0,0,178,4.73,4.82,4.79,4.72,4.7,4.78,4.67,f,0.0,1.0
318,f,Mitte,52.53466,13.35154,Entire home/apt,2,1,1,120.0,120,120,29,59,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
319,t,Neukölln,52.48105,13.42655,Entire home/apt,2,2,2,107.0,6,90,18,18,18,114,4.73,4.82,4.65,4.7,4.81,4.77,4.69,f,0.0,1.0
320,f,Mitte,52.52819,13.39641,Entire home/apt,3,1,2,91.0,2,30,0,0,0,108,4.89,4.89,4.77,4.92,4.91,4.92,4.75,f,0.0,1.0
