,index,actual_results,pred_results
452,11157.0,172.0,141.56833333333333
453,6091.0,33.0,44.665076839826845
454,2943.0,20.0,61.49527651270314
455,13025.0,50.0,40.08147375422074
456,2879.0,66.0,38.36101014416445
457,1711.0,90.0,76.92086301781312
458,9587.0,35.0,35.700597777743866
459,2144.0,106.0,89.68649819624821
460,14313.0,151.0,142.7292035998458
461,14445.0,63.0,94.41285645065716
462,9169.0,70.0,65.32648847482994
463,5674.0,50.0,35.797510495817384
464,14111.0,210.0,196.6226547619047
465,13283.0,40.0,56.71812936350495
466,2314.0,45.0,54.367808706570464
467,15390.0,47.0,56.2655334029081
468,13880.0,198.0,82.59702093535381
469,11880.0,35.0,54.50697789714493
470,6680.0,25.0,32.57508741686097
471,12856.0,60.0,93.96221789614485
472,1382.0,35.0,33.22881086136468
473,6824.0,30.0,37.432474612793634
474,14690.0,230.0,159.06267574092578
475,12971.0,72.0,70.30793633103741
476,6796.0,40.0,51.41322992472551
477,5159.0,68.0,105.75288320707072
478,5449.0,18.0,36.3848604338412
479,1062.0,25.0,39.207141213387224
480,5072.0,34.0,45.20524253246753
481,5481.0,30.0,37.72898512463667
482,11392.0,27.0,32.57508741686097
483,2702.0,16.0,35.50960623437283
484,8634.0,22.0,38.19050964280643
485,2703.0,65.0,109.37527565746699
486,10112.0,27.0,38.42266840228508
487,10239.0,39.0,92.68572344322347
488,14879.0,51.0,95.00687798051842
489,2451.0,20.0,45.70994324997164
490,1548.0,150.0,123.07738735717254
491,2149.0,50.0,61.12929625292815
492,659.0,124.0,135.7115873015873
493,5828.0,110.0,115.62391025641027
494,504.0,50.0,92.97787808277855
495,4958.0,39.0,38.640239559899676
496,3833.0,135.0,95.37338247863248
497,10144.0,49.0,74.19096363745649
498,15164.0,98.0,100.21112079772081
499,14615.0,45.0,76.28377538105359
500,3060.0,45.0,69.71939161168191
501,7274.0,25.0,35.26869765097123
502,10161.0,132.0,64.37253922267472
503,13441.0,96.0,116.87488863811626
504,4023.0,22.0,35.436096878613
505,2263.0,45.0,63.637609690774596
506,979.0,89.0,100.0703039239659
507,13609.0,60.0,79.8565696984502
508,15303.0,40.0,89.80263342155918
509,10601.0,49.0,56.513461461973044
510,13540.0,66.0,105.21994470709573
511,10961.0,80.0,63.063214947641754
512,6621.0,25.0,35.66341339640686
513,1339.0,65.0,71.29455565821392
514,9704.0,60.0,77.75826002616073
515,6840.0,59.0,91.64467199206113
516,2437.0,89.0,60.838966047256825
517,4078.0,79.0,95.15640990747757
518,10114.0,37.0,66.21188746145357
519,15297.0,51.0,75.92113408813407
520,4391.0,38.0,36.50280208312772
521,8271.0,105.0,141.28080952380947
522,15653.0,68.0,58.35131347631447
523,1184.0,80.0,73.9696123032075
524,10996.0,58.0,61.75955034201779
525,1540.0,70.0,71.37942420389878
526,15019.0,120.0,85.74702729785929
527,7784.0,235.0,158.0226825396825
528,14271.0,60.0,37.44503826247671
529,7511.0,115.0,131.52857484311554
530,15413.0,65.0,59.85441603535351
531,6026.0,45.0,43.23290737090607
532,2633.0,50.0,55.38508052116878
533,13692.0,120.0,116.12926475274726
534,5706.0,45.0,57.249223589591395
535,8088.0,80.0,70.32202680484559
536,14247.0,80.0,61.57418894993895
537,3374.0,17.0,37.7362620369623
538,6332.0,45.0,65.58293841611265
539,5651.0,30.0,35.33653832518582
540,4938.0,110.0,81.58016370167842
541,1300.0,55.0,77.31490269657688
542,6873.0,70.0,50.46281300439757
543,6434.0,60.0,40.131831172013506
544,11300.0,40.0,78.61285714285715
545,396.0,79.0,83.36449850027365
546,10259.0,74.0,73.8051108058608
547,15237.0,70.0,83.9821918050066
548,10904.0,130.0,145.46307537783855
549,3640.0,18.0,30.803119899617897
550,3225.0,150.0,101.94158874458873
551,3720.0,29.0,30.491340877066477
552,5687.0,23.0,36.41632961470438
553,8810.0,40.0,41.41041188105877
554,15692.0,95.0,107.51263466586981
555,7966.0,45.0,43.76630009678667
556,1015.0,100.0,69.27698499999998
557,12779.0,100.0,79.41179473937298
558,9797.0,193.0,176.99594444444446
559,8412.0,30.0,41.80910412690432
560,11589.0,35.0,56.76184578048518
561,1904.0,29.0,59.704671052631575
562,11526.0,32.0,56.029426556180226
563,4345.0,35.0,35.708572830293726
564,8169.0,200.0,103.6285912030075
565,5630.0,37.0,38.96260948282018
566,7572.0,62.0,56.690939430369056
567,13239.0,142.0,142.76817658730158
568,13701.0,117.0,134.34811289587603
569,2946.0,39.0,33.52188055058333
570,12330.0,94.0,115.73298057644114
571,12552.0,120.0,64.76134030165768
572,4647.0,36.0,34.02632121421915
573,3831.0,38.0,38.26676462170397
574,604.0,80.0,96.82112932764431
575,8390.0,93.0,70.27139682539683
576,10502.0,114.0,117.18455952380953
577,1739.0,37.0,46.19636202366523
578,2281.0,28.0,47.595496888357864
579,3751.0,45.0,37.5732973960341
580,1121.0,30.0,35.14544971322344
581,13903.0,65.0,91.31993012820513
582,2402.0,80.0,83.24918142730013
583,9477.0,35.0,40.3353839009594
584,2458.0,42.0,40.51639026071754
585,13221.0,78.0,87.05667857142855
586,1457.0,78.0,89.78665610564875
587,97.0,98.0,72.5108649739659
588,98.0,73.0,156.692
589,15050.0,75.0,92.62247272727274
590,13872.0,85.0,112.47448716450215
591,14183.0,80.0,97.27216644863907
592,7722.0,80.0,55.048866428571415
593,13447.0,58.0,101.69948654618806
594,5200.0,70.0,79.62279070929075
595,10888.0,19.0,58.15654643069348
596,9926.0,88.0,124.87865452847804
597,9681.0,142.0,140.012996031746
598,7778.0,130.0,116.40266666666665
599,12230.0,111.0,113.03089776889776
600,12704.0,75.0,76.42488044236359
601,2125.0,16.0,26.748258166669938
602,1040.0,60.0,71.81568286621373
603,7226.0,30.0,36.19919474057049
604,10658.0,65.0,74.39305626844272
605,9052.0,25.0,56.56458836557801
606,13736.0,99.0,117.2821001563495
607,675.0,65.0,93.7996046843229
608,7362.0,42.0,80.5776580162439
609,5966.0,30.0,38.74297214577173
610,6225.0,31.0,45.924554077235896
611,7939.0,40.0,43.19544292841659
612,1065.0,65.0,69.57829817100013
613,15706.0,170.0,125.32450915896963
614,5932.0,20.0,30.78189711093939
615,8664.0,80.0,85.41615237884449
616,115.0,78.0,72.19844157719585
617,1664.0,20.0,36.64838277565013
618,8692.0,23.0,63.88241275013856
619,12465.0,200.0,169.26339682539682
620,1663.0,55.0,48.313794841411
621,729.0,50.0,72.78622112099725
622,1643.0,26.0,42.81536629759129
623,15658.0,150.0,132.3599387597696
624,13068.0,65.0,67.4439309056956
625,6033.0,27.0,41.74984826467312
626,8933.0,45.0,63.809667937613156
627,12420.0,152.0,145.77996674603173
628,14083.0,100.0,63.28167297977855
629,6320.0,35.0,35.22231491890189
630,3538.0,30.0,35.66341339640686
631,2692.0,25.0,42.21231202084621
632,30.0,58.0,83.55567547619046
633,13255.0,90.0,103.09061363636366
634,11006.0,44.0,60.44199084249083
635,6427.0,180.0,122.94180303030302
636,14640.0,93.0,101.0115341823725
637,192.0,39.0,54.625676590466064
638,3763.0,65.0,60.14496521997632
639,8379.0,56.0,82.89407358974364
640,8549.0,30.0,30.313389791368053
641,7617.0,149.0,172.0499242424243
642,9512.0,70.0,139.55397619047622
643,15353.0,75.0,88.39061279680482
644,5945.0,94.0,106.83493086605023
645,4351.0,50.0,51.622671383404885
646,4934.0,66.0,84.20316995413437
647,323.0,20.0,30.85613099002736
648,1465.0,107.0,108.36456524993042
649,5454.0,59.0,59.447142276576486
650,8368.0,105.0,56.702999999999975
651,4398.0,90.0,68.40827835945683
652,6935.0,20.0,42.589881207028256
653,8689.0,60.0,35.425892920271636
654,2655.0,25.0,33.51459008285621
655,2291.0,90.0,55.321758589482336
656,1207.0,80.0,75.65126095238092
657,6521.0,39.0,62.45133414061779
658,8608.0,63.0,68.06595953386488
659,5510.0,50.0,48.866223098911526
660,13233.0,80.0,62.04730518346531
661,8385.0,85.0,77.99822821187587
662,816.0,163.0,117.93186111111105
663,7983.0,27.0,37.49934467701149
664,2627.0,63.0,72.39228166666666
665,12663.0,145.0,115.83434483521313
666,6155.0,20.0,36.1565974551764
667,6157.0,90.0,107.04383405483412
668,5255.0,20.0,23.573222496418552
669,8761.0,99.0,100.7237260317675
670,5079.0,33.0,30.61052660604134
671,81.0,75.0,95.57602236652241
672,3329.0,48.0,30.608603803263854
673,2541.0,46.0,48.29133986450376
674,4995.0,40.0,58.93842684847833
675,9986.0,62.0,65.6180291291604
676,3496.0,37.0,83.88466388888884
677,14826.0,59.0,82.4852402273573
678,6737.0,90.0,79.0531727598282
679,8375.0,41.0,58.93202046783627
680,7870.0,170.0,145.62939682539678
681,14460.0,95.0,91.53908382699997
682,12718.0,83.0,59.42531798547927
683,8679.0,78.0,76.73997079525145
684,13287.0,49.0,69.22016839272239
685,1693.0,59.0,68.26150574710343
686,3494.0,30.0,38.64135081769333
687,5558.0,60.0,46.21807614692936
688,7972.0,40.0,58.859249722667336
689,13702.0,188.0,163.5149850518094
690,2262.0,50.0,103.90096730481751
691,6286.0,14.0,32.710538589760326
692,11166.0,42.0,60.63834496683496
693,4237.0,18.0,36.56030567525082
694,10483.0,30.0,32.11659681381576
695,1803.0,40.0,40.49336946216185
696,843.0,20.0,37.617284983174
697,11684.0,43.0,31.06873751488733
698,5495.0,44.0,59.45393372327899
699,5691.0,25.0,29.411854216133623
700,12847.0,50.0,56.30635345863962
701,5470.0,150.0,88.02094942536318
702,9306.0,50.0,37.974239598120555
703,5768.0,59.0,84.75340194847993
704,15669.0,50.0,52.28437969940455
705,4075.0,213.0,208.17485964912282
706,884.0,133.0,140.98766666666666
707,14061.0,168.0,118.91332536796538
708,4298.0,49.0,52.958043478260876
709,1327.0,45.0,45.58799229571936
710,2203.0,40.0,58.91782958452809
711,7690.0,149.0,115.32086636904764
712,5372.0,28.0,39.40820779777757
713,9591.0,40.0,57.834741871930376
714,12081.0,198.0,137.20538888888893
715,14909.0,95.0,60.102673835617054
716,7502.0,185.0,148.5676789525692
717,80.0,116.0,148.56031318681318
718,14998.0,112.0,103.18558857808858
719,12225.0,60.0,63.92818095928194
720,1814.0,75.0,120.48286111111106
721,4241.0,229.0,141.14658618326118
722,4687.0,65.0,58.278866522366535
723,11968.0,35.0,29.84160061166087
724,11953.0,85.0,55.02326873624955
725,8649.0,48.0,41.05385278591046
726,1242.0,34.0,33.60841291835405
727,8100.0,128.0,117.31220075757575
728,10096.0,70.0,65.02086156509534
729,12329.0,175.0,175.58541269841274
730,1753.0,50.0,55.118179244328324
731,13812.0,70.0,64.13856791940363
732,2551.0,45.0,50.11060694379151
733,1671.0,91.0,52.28471772068511
734,8070.0,120.0,113.65480222027054
735,9144.0,85.0,120.64439477597467
736,10690.0,238.0,167.23186591478697
737,1402.0,40.0,57.38534270748252
